frame_idx,x_pred,y_pred
0,233.4462432861328,247.61135864257807
1,233.93988800048828,248.0952606201172
2,234.9019546508789,249.2496490478516
3,237.0113983154297,252.6218032836914
4,238.16132354736328,255.2782745361328
5,242.06107330322263,261.56697845458984
6,247.6959381103516,267.92786407470703
7,253.3031539916992,276.60108184814453
8,261.9652328491211,287.37242126464844
9,273.3836975097656,298.7127685546875
10,289.5514221191406,313.94175720214844
11,308.9134063720703,329.50408935546875
12,335.19061279296875,343.8926086425781
13,368.00970458984375,358.8292541503906
14,406.5121307373047,368.0341339111328
15,449.93157958984375,376.4932708740234
16,492.2056884765625,368.94818115234375
17,530.8021697998047,358.4678955078125
18,563.6928405761719,344.13243103027344
19,590.1360473632812,330.88018798828125
20,609.56298828125,314.6291961669922
21,625.1033935546875,299.8661499023437
22,636.5228271484375,287.07667541503906
23,645.4290771484375,276.8310241699219
24,652.2410583496094,267.572265625
25,657.0028991699219,261.4145050048828
26,660.3750610351562,255.4572525024414
27,662.9465942382812,251.70318603515625
28,664.3338623046875,249.015380859375
29,664.9078369140625,247.49075317382807
30,658.1559448242188,249.55905151367188
31,658.7474975585938,250.70413208007812
32,659.0205688476562,252.50289916992188
33,658.7800903320312,254.9888916015625
34,657.55078125,258.3254089355469
35,655.0462036132812,262.6761779785156
36,650.4874267578125,268.6045227050781
37,644.5296630859375,276.08831787109375
38,636.0966796875,285.94390869140625
39,625.843017578125,297.9990234375
40,612.6973876953125,311.91357421875
41,595.5881958007812,326.3846435546875
42,571.6973266601562,340.7938537597656
43,539.5241088867188,354.763427734375
44,500.46844482421875,365.93804931640625
45,456.512939453125,370.83343505859375
46,411.5302734375,368.91607666015625
47,371.06231689453125,358.8601379394531
48,334.71728515625,342.6175537109375
49,305.0608215332031,324.3671875
50,285.0633239746094,309.16656494140625
51,271.2358093261719,296.5177001953125
52,260.0819091796875,285.21392822265625
53,250.81332397460938,275.40972900390625
54,243.3468017578125,267.145751953125
55,237.9583740234375,260.4354248046875
56,234.19049072265625,255.19444274902344
57,231.83885192871094,251.12632751464844
58,230.40309143066406,248.30615234375
59,229.85263061523438,246.30078125
60,229.75161743164062,245.35629272460938
61,230.2128448486328,245.61590576171875
62,231.4617919921875,247.25396728515625
63,233.7396697998047,250.26272583007812
64,236.81687927246094,254.7938690185547
65,240.86285400390625,260.241943359375
66,245.70140075683594,266.84466552734375
67,251.74398803710938,274.8739013671875
68,259.6986083984375,285.0429382324219
69,271.421142578125,298.14129638671875
70,288.40704345703125,313.6856689453125
71,311.20361328125,330.8463134765625
