frame,t,x1,y1,x2,y2,cx,cy,conf,cls,width,height,fps,time_mode
88,1.4682499492957009,1177.9833984375,424.1064453125,1419.58447265625,661.21484375,1298.783935546875,542.66064453125,0.8454376459121704,32.0,1920,1080,59.93529919222022,cfr
89,1.4849346078104246,1199.4444580078125,423.6229248046875,1444.8841552734375,659.2238159179688,1322.164306640625,541.4233703613281,0.7565063238143921,32.0,1920,1080,59.93529919222022,cfr
90,1.5016192663251486,1222.3466796875,420.8369140625,1468.8802490234375,657.1991577148438,1345.6134643554688,539.0180358886719,0.8366639018058777,32.0,1920,1080,59.93529919222022,cfr
91,1.5183039248398724,1244.2698974609375,419.31719970703125,1491.8094482421875,655.7113037109375,1368.0396728515625,537.5142517089844,0.7241330742835999,32.0,1920,1080,59.93529919222022,cfr
92,1.5349885833545964,1267.2509765625,419.150390625,1514.115234375,654.114990234375,1390.68310546875,536.6326904296875,0.7790980339050293,32.0,1920,1080,59.93529919222022,cfr
93,1.5516732418693202,1286.0677490234375,417.48846435546875,1535.996826171875,652.571044921875,1411.0322875976562,535.0297546386719,0.6199536919593811,32.0,1920,1080,59.93529919222022,cfr
94,1.5683579003840442,1307.0128173828125,415.8230895996094,1556.4742431640625,650.4241943359375,1431.7435302734375,533.1236419677734,0.6800881028175354,32.0,1920,1080,59.93529919222022,cfr
95,1.585042558898768,1326.3092041015625,414.6643981933594,1576.407470703125,649.8706665039062,1451.3583374023438,532.2675323486328,0.7556220889091492,32.0,1920,1080,59.93529919222022,cfr
96,1.6017272174134918,1345.2989501953125,412.7640380859375,1595.9736328125,648.4161987304688,1470.6362915039062,530.5901184082031,0.564486026763916,29.0,1920,1080,59.93529919222022,cfr
97,1.6184118759282158,1363.4036865234375,412.3933410644531,1615.9619140625,647.114013671875,1489.6828002929688,529.7536773681641,0.6628409028053284,32.0,1920,1080,59.93529919222022,cfr
98,1.6350965344429396,1378.4970703125,408.9076843261719,1632.056396484375,645.0724487304688,1505.2767333984375,526.9900665283203,0.6314263343811035,29.0,1920,1080,59.93529919222022,cfr
99,1.6517811929576636,1394.4400634765625,406.2074890136719,1650.153076171875,643.28125,1522.2965698242188,524.7443695068359,0.5728560090065002,32.0,1920,1080,59.93529919222022,cfr
100,1.6684658514723874,1410.4720458984375,404.78045654296875,1666.8863525390625,641.5440673828125,1538.67919921875,523.1622619628906,0.7433228492736816,32.0,1920,1080,59.93529919222022,cfr
101,1.6851505099871111,1423.786376953125,402.18621826171875,1681.1422119140625,638.448486328125,1552.4642944335938,520.3173522949219,0.7352033257484436,32.0,1920,1080,59.93529919222022,cfr
102,1.7018351685018351,1437.488037109375,400.5257263183594,1694.9278564453125,636.999267578125,1566.2079467773438,518.7624969482422,0.4979745149612427,32.0,1920,1080,59.93529919222022,cfr
103,1.718519827016559,1448.9007568359375,396.21697998046875,1709.2115478515625,634.7164306640625,1579.05615234375,515.4667053222656,0.43058380484580994,29.0,1920,1080,59.93529919222022,cfr
104,1.735204485531283,1461.2386474609375,395.25604248046875,1720.748291015625,632.4336547851562,1590.9934692382812,513.8448486328125,0.617595374584198,32.0,1920,1080,59.93529919222022,cfr
105,1.7518891440460067,1471.048095703125,394.4583435058594,1731.303955078125,631.6463623046875,1601.176025390625,513.0523529052734,0.6215673089027405,32.0,1920,1080,59.93529919222022,cfr
106,1.7685738025607305,1479.6739501953125,392.6318664550781,1741.57666015625,630.1773071289062,1610.6253051757812,511.4045867919922,0.6538224816322327,32.0,1920,1080,59.93529919222022,cfr
107,1.7852584610754545,1488.6280517578125,391.4945068359375,1751.8487548828125,629.3816528320312,1620.2384033203125,510.4380798339844,0.7606906294822693,32.0,1920,1080,59.93529919222022,cfr
108,1.8019431195901783,1495.96337890625,391.7621154785156,1760.3782958984375,627.6905517578125,1628.1708374023438,509.72633361816406,0.6506282687187195,32.0,1920,1080,59.93529919222022,cfr
109,1.8186277781049023,1502.35595703125,390.4632568359375,1766.037353515625,627.5231323242188,1634.1966552734375,508.9931945800781,0.7929795384407043,32.0,1920,1080,59.93529919222022,cfr
110,1.835312436619626,1508.397216796875,390.02288818359375,1772.3917236328125,627.5875854492188,1640.3944702148438,508.80523681640625,0.6896722912788391,32.0,1920,1080,59.93529919222022,cfr
111,1.8519970951343498,1512.517578125,389.23822021484375,1775.851806640625,627.9277954101562,1644.1846923828125,508.5830078125,0.5394906401634216,29.0,1920,1080,59.93529919222022,cfr
112,1.8686817536490739,1515.83740234375,389.457763671875,1779.0164794921875,628.688232421875,1647.4269409179688,509.072998046875,0.6191477179527283,32.0,1920,1080,59.93529919222022,cfr
113,1.8853664121637976,1517.4669189453125,388.95941162109375,1781.9041748046875,629.2230834960938,1649.685546875,509.09124755859375,0.5756401419639587,32.0,1920,1080,59.93529919222022,cfr
114,1.9020510706785216,1518.2978515625,388.91912841796875,1783.2694091796875,628.4225463867188,1650.7836303710938,508.67083740234375,0.4816840589046478,32.0,1920,1080,59.93529919222022,cfr
