frame_idx,x_pred,y_pred
0,982.256805419922,560.6183929443359
1,976.2788452148438,560.4709747314454
2,965.884080810547,560.1026068115235
3,951.5983046875,559.6307030029297
4,934.3296447265626,558.9882263427735
5,914.6300670996096,558.4642291455079
6,893.2982492363283,557.968575699219
7,870.9166267328126,557.4738901003908
8,847.3870977729689,557.2531263625392
9,823.0728007769688,557.0433244542892
10,798.3467049770438,556.8634651054235
11,773.5122150558539,556.557697133167
12,748.5108401599175,556.2316160805572
13,723.6821615078169,555.7444725519457
14,699.0119401437536,555.0973266987831
15,674.5514191804326,554.0438098453546
16,650.3528601978618,552.3102767581197
17,626.7991399649301,550.5894659133318
18,603.8341422942098,548.5442289806655
19,581.6187237474772,546.3398448544543
20,559.7576682069662,544.1452370896181
21,538.5879186231901,542.0841370593898
22,518.3632365098803,540.1144989785666
23,498.9747048084902,538.0598120734783
24,480.479116874136,536.3192852056576
25,462.87202030594943,534.7621023588621
26,446.13950772425176,533.3622545189256
27,430.4842486964913,531.9947352557656
28,415.6981976022125,530.7935573696516
29,401.9562387458326,529.6596353244322
30,1.0305759906768799,1.2816435098648071
31,0.8987188935279846,1.4992595911026
32,0.8090746402740479,1.679071068763733
33,0.7597469687461853,1.7992607355117798
34,0.6762815117835999,1.8346096277236938
35,0.6150854825973511,1.7880396842956543
36,0.5943561792373657,1.7244106531143188
37,0.5971356630325317,1.6670957803726196
38,0.6097433567047119,1.6223561763763428
39,0.6245197057723999,1.5921967029571533
40,0.6287841200828552,1.6619309186935425
41,0.6008432507514954,1.8275700807571411
42,0.5642945170402527,1.9136184453964233
43,0.5342019200325012,1.9561370611190796
44,0.5141481757164001,1.975307583808899
45,0.5030196309089661,1.9818686246871948
46,0.4986124336719513,1.981706976890564
47,0.4992031157016754,1.9778236150741577
48,0.5062819719314575,1.9708071947097778
49,0.5153199434280396,1.965933084487915
50,0.5159256458282471,1.976984977722168
51,0.5071374177932739,2.02329158782959
52,0.5075759887695312,2.0826971530914307
53,0.5198453068733215,2.1164472103118896
54,0.5299738645553589,2.1314938068389893
55,0.5424572229385376,2.133223056793213
56,0.5551887154579163,2.1300125122070312
57,0.5497437715530396,2.1421384811401367
58,0.5401998162269592,2.152395486831665
59,0.5389276742935181,2.1553359031677246
60,0.5425941348075867,2.143040418624878
61,0.5532302260398865,2.1200995445251465
62,0.5691408514976501,2.0825765132904053
63,0.5864930748939514,2.039900302886963
64,0.6037676930427551,2.0059146881103516
65,0.6192324161529541,1.9818037748336792
66,0.632239818572998,1.9653629064559937
67,0.6430224776268005,1.954940676689148
68,0.6573812961578369,1.9433082342147827
69,0.7845858931541443,1.7815051078796387
70,0.9163599610328674,1.6206811666488647
71,0.9990018010139465,1.5109697580337524
72,1.0550938844680786,1.4250491857528687
73,1.0978537797927856,1.3275954723358154
74,1.1537762880325317,1.088680624961853
75,1.1947985887527466,0.9329555630683899
76,1.2174874544143677,0.8363926410675049
77,1.2320433855056763,0.7628754377365112
78,1.2504128217697144,0.6951470971107483
79,1.3605905771255493,0.44901958107948303
80,1.5186477899551392,0.14526861906051636
81,1.6639964580535889,0.00167035311460495
82,1.7374681234359741,-0.05463043600320816
83,1.7953438758850098,-0.08628056198358536
84,1.8427433967590332,-0.11081840842962265
85,1.8458415269851685,-0.11022645980119705
86,1.8318990468978882,-0.08001894503831863
87,1.8125988245010376,-0.03477027267217636
88,1.7958012819290161,0.002534531056880951
89,1.783413290977478,0.03455331176519394
90,1.7760196924209595,0.06500671058893204
91,1.7725684642791748,0.09316974133253098
92,1.770614743232727,0.11515070497989655
93,1.7685621976852417,0.1301027238368988
94,1.7652336359024048,0.13766786456108093
95,1.7592412233352661,0.14159175753593445
96,1.743363857269287,0.14704576134681702
97,1.7119230031967163,0.15196901559829712
98,1.6837096214294434,0.14727234840393066
99,1.6719202995300293,0.14236998558044434
100,1.6685923337936401,0.13905024528503418
101,1.6682311296463013,0.13668936491012573
102,1.6690046787261963,0.13422158360481262
103,1.6715213060379028,0.12814632058143616
104,1.6830202341079712,0.09854038059711456
105,1.7136725187301636,0.012954436242580414
106,1.7442259788513184,-0.07661980390548706
107,1.767848253250122,-0.14744853973388672
108,1.7851191759109497,-0.19948092103004456
109,1.7975378036499023,-0.23642227053642273
110,1.8064035177230835,-0.2622525691986084
111,1.8126493692398071,-0.28058889508247375
112,1.8168354034423828,-0.2948271334171295
113,1.8191667795181274,-0.30816689133644104
114,1.8195171356201172,-0.3232162892818451
115,1.8178211450576782,-0.3403837978839874
116,1.8149250745773315,-0.35693779587745667
117,1.8117154836654663,-0.3713185489177704
118,1.8087985515594482,-0.3829631507396698
119,1.806479811668396,-0.3918822407722473
120,1.8049124479293823,-0.3981689512729645
121,1.8042820692062378,-0.40159502625465393
122,1.8048245906829834,-0.40157800912857056
123,1.8068205118179321,-0.39705002307891846
124,1.810458779335022,-0.38639113306999207
125,1.814853549003601,-0.3708018660545349
126,1.818668007850647,-0.3549339175224304
127,1.8214925527572632,-0.3415813744068146
128,1.8234316110610962,-0.33112582564353943
129,1.824612021446228,-0.3231481611728668
130,1.8251062631607056,-0.31684595346450806
131,1.8248560428619385,-0.3110383450984955
132,1.8230596780776978,-0.30203935503959656
133,1.8151367902755737,-0.2735009491443634
134,1.7920162677764893,-0.19807159900665283
135,1.7672730684280396,-0.11792657524347305
136,1.7461374998092651,-0.05232632905244827
137,1.7280806303024292,-0.000947214663028717
138,1.7129360437393188,0.03852253407239914
139,1.700571060180664,0.0684313103556633
140,1.690755009651184,0.09082921594381332
141,1.683193564414978,0.10744770616292953
142,1.677589774131775,0.11972280591726303
143,1.67367422580719,0.12885096669197083
144,1.6712405681610107,0.13587045669555664
145,1.6700855493545532,0.14161768555641174
146,1.6699312925338745,0.14665699005126953
147,1.670373797416687,0.15119269490242004
148,1.6709699630737305,0.15511058270931244
149,1.671457052230835,0.15820607542991638
150,1.6719627380371094,0.1601887047290802
151,1.6736640930175781,0.15873944759368896
152,1.6818819046020508,0.13965293765068054
153,1.7001279592514038,0.09922972321510315
154,1.720031499862671,0.0727953091263771
155,1.7348970174789429,0.0581132248044014
156,1.7433730363845825,0.047399453818798065
157,1.7466514110565186,0.03846552222967148
158,1.7462726831436157,0.030878208577632904
159,1.744252324104309,0.02549760788679123
160,1.7434121370315552,0.025654010474681854
161,1.7445884943008423,0.036062441766262054
162,1.743626594543457,0.056498415768146515
163,1.7388018369674683,0.08110085874795914
164,1.7309074401855469,0.10274787992238998
165,1.7221049070358276,0.11992402374744415
166,1.7134356498718262,0.13354942202568054
167,1.7047630548477173,0.14501707255840302
168,1.6966625452041626,0.15655583143234253
169,1.6881073713302612,0.17517882585525513
170,1.598857045173645,0.3337410092353821
171,1.526671051979065,0.4689399003982544
172,1.475546956062317,0.5660505294799805
173,1.4396113157272339,0.6359282732009888
174,1.4140805006027222,0.6862637996673584
175,1.3928171396255493,0.7233510613441467
176,1.363830327987671,0.751952052116394
177,1.3217796087265015,0.7735936641693115
178,1.2857275009155273,0.7923984527587891
179,1.2615796327590942,0.8141824007034302
180,1.2439923286437988,0.8409615755081177
181,1.2282792329788208,0.8729782700538635
182,1.2065962553024292,0.9195184707641602
183,1.1699191331863403,0.9969173073768616
184,1.1117388010025024,1.10524582862854
185,1.0053452253341675,1.2495771646499634
186,0.9189150929450989,1.4136239290237427
187,0.855362594127655,1.5608599185943604
188,0.7709553241729736,1.6511073112487793
189,0.7208124399185181,1.6919559240341187
190,0.6970160007476807,1.695759892463684
191,0.6934369206428528,1.6640232801437378
192,0.6972776651382446,1.6231896877288818
193,0.7028610110282898,1.5866895914077759
194,0.7058176398277283,1.5804404020309448
195,0.6843590140342712,1.7344799041748047
196,0.6437985301017761,1.8512924909591675
197,0.6091081500053406,1.9097665548324585
198,0.5908561944961548,1.9378012418746948
199,0.5901842713356018,1.949751853942871
200,0.5985761284828186,1.9550881385803223
201,0.606541633605957,1.9600050449371338
202,0.6100499033927917,1.9677780866622925
203,0.610612690448761,1.9801493883132935
204,0.612837553024292,1.9996006488800049
205,0.6076703071594238,2.0440170764923096
206,0.5853748321533203,2.104749917984009
207,0.557871401309967,2.1476564407348633
208,0.5436434149742126,2.163893222808838
209,0.5413579940795898,2.163555383682251
210,0.5447501540184021,2.1509153842926025
211,0.5514084696769714,2.1320555210113525
212,0.5641878247261047,2.10412335395813
213,0.5793482661247253,2.0645523071289062
214,0.5953803658485413,2.0254480838775635
215,0.6110665798187256,1.9956694841384888
216,0.6252639889717102,1.9743621349334717
217,0.6474617123603821,1.9515327215194702
218,0.7168136239051819,1.879173994064331
219,0.7722387909889221,1.819279432296753
220,0.8366216421127319,1.7473292350769043
221,0.9388656616210938,1.6101495027542114
222,1.00240957736969,1.5223548412322998
223,1.0475472211837769,1.433118462562561
224,1.110966444015503,1.1919081211090088
225,1.1660295724868774,1.0060535669326782
226,1.197832703590393,0.9020572304725647
227,1.2126392126083374,0.8400464653968811
228,1.2203036546707153,0.7936632633209229
229,1.2331249713897705,0.736501932144165
230,1.3444117307662964,0.4738107919692993
231,1.4830495119094849,0.1632387936115265
232,1.6194572448730469,0.012200944125652313
233,1.7050127983093262,-0.051631368696689606
234,1.7488226890563965,-0.07194434851408005
