frame_idx,pred_cx,pred_cy,angle,direction,speed_px
77,630.7240600585938,291.4680480957031,-33.831663224225935,SAG (RIGHT),120.41703187104366
78,639.0924682617188,280.8810729980469,-40.07350169188711,SAG (RIGHT),98.58066817897635
79,647.3206176757812,272.51226806640625,-45.03311354465358,YUKARI (UP),81.60238688628675
80,653.7940063476562,265.77996826171875,-47.766096267994634,YUKARI (UP),65.7992384160608
81,658.32080078125,259.94842529296875,-50.234149381091456,YUKARI (UP),51.74115040255401
82,661.1268310546875,254.96661376953125,-53.010241801114894,YUKARI (UP),40.00330408597339
83,662.677734375,250.9661407470703,-56.74772143560362,YUKARI (UP),30.973149835942657
84,663.185791015625,248.162841796875,-60.699592037244734,YUKARI (UP),22.47396703752538
85,663.6469116210938,246.2274627685547,-67.15323731975751,YUKARI (UP),16.447530749306082
86,663.5852661132812,245.4203338623047,-71.27411570160649,YUKARI (UP),10.47579743467064
87,663.4990234375,245.39276123046875,-83.57467377551629,YUKARI (UP),6.20833173756763
88,662.6327514648438,246.58529663085938,-126.04053834027718,YUKARI (UP),2.8513485168487507
89,660.75048828125,249.1372528076172,158.94445014635608,SOL (LEFT),4.659229446630967
90,657.7610473632812,253.22984313964844,140.7535948682755,SOL (LEFT),9.624969871549629
91,653.6226806640625,258.9708251953125,135.18245092181834,SOL (LEFT),16.18592848753841
92,648.6660766601562,266.24517822265625,132.5939706518579,ASAGI (DOWN),23.202969917830384
93,642.5089721679688,275.0851745605469,130.7206062409223,ASAGI (DOWN),31.01498331255572
94,634.8554077148438,285.3218688964844,130.45590065172883,ASAGI (DOWN),39.324982662671594
95,624.6843872070312,296.940673828125,132.26990501067513,ASAGI (DOWN),47.86815403165148
96,609.4774780273438,310.2823486328125,134.97500683818953,ASAGI (DOWN),60.340282521632844
97,590.0073852539062,324.1694641113281,139.42949371229173,SOL (LEFT),73.09543104869061
98,564.1142578125,338.62847900390625,144.55640792575133,SOL (LEFT),89.22218742210792
99,532.3794555664062,352.55328369140625,150.18095285166902,SOL (LEFT),106.44504955212462
100,497.41455078125,364.4731750488281,155.39181994699825,SOL (LEFT),123.19425314921595
101,463.56732177734375,371.37371826171875,161.9793706119969,SOL (LEFT),132.78565584274327
102,424.963134765625,370.3125,169.25636049840128,SOL (LEFT),141.1564464207031
103,379.14434814453125,359.1242980957031,179.8083002912767,SOL (LEFT),151.6354159874863
104,340.7934265136719,343.6785888671875,-170.49929286109506,SOL (LEFT),153.72219860666164
105,315.54925537109375,328.3303527832031,-160.08444700524365,SOL (LEFT),142.78474793957443
106,295.8365478515625,313.9871826171875,-153.81028437670835,SOL (LEFT),123.34308617899325
107,278.5991516113281,299.4302062988281,-146.3956262960452,SOL (LEFT),107.36267908406322
108,264.400146484375,285.2611389160156,-140.57116943876738,SOL (LEFT),91.80347017736833
109,254.7750701904297,273.0850830078125,-133.64557264796792,YUKARI (UP),78.2303205781012
110,249.0401611328125,264.9638366699219,-129.68575033562735,YUKARI (UP),63.78714950697046
111,244.64712524414062,259.2147216796875,-125.51524708775261,YUKARI (UP),48.92912907699206
112,240.72918701171875,254.46438598632812,-122.68971581196391,YUKARI (UP),39.16526727966591
113,237.37001037597656,250.7027587890625,-120.46192883592364,YUKARI (UP),30.510852566701573
114,234.71096801757812,247.88421630859375,-123.0032119648576,YUKARI (UP),23.979099418268966
115,233.09234619140625,246.11865234375,-119.83354524923827,YUKARI (UP),17.82390979321337
116,232.49090576171875,245.5074462890625,-118.78123689904355,YUKARI (UP),11.94609766664947
117,232.97067260742188,245.93777465820312,-116.91280456113643,YUKARI (UP),7.712256435561715
118,234.425048828125,247.51150512695312,-104.78734051769018,DURGUN,1.8637053482787325
119,236.7582244873047,249.99029541015625,36.91106369716421,SAG (RIGHT),3.4383523278993753
120,239.89625549316406,253.6420135498047,44.46458920579154,SAG (RIGHT),8.99118796192258
121,243.9084014892578,258.6443176269531,47.14761894847436,ASAGI (DOWN),14.628506973513446
122,249.03062438964844,265.2829284667969,48.51387727088598,ASAGI (DOWN),21.32901832431741
123,255.50416564941406,273.7469482421875,48.20378652849652,ASAGI (DOWN),28.40277102892563
124,263.6939392089844,284.3716735839844,48.12221116270936,ASAGI (DOWN),38.52325321032374
125,274.2139587402344,296.98406982421875,47.896888925929744,ASAGI (DOWN),48.19862394353252
126,288.47613525390625,311.6258850097656,46.74093043763355,ASAGI (DOWN),60.06332473526222
127,308.7421569824219,327.54638671875,42.02989315392118,SAG (RIGHT),75.29632355635164
128,336.75885009765625,343.0982666015625,36.56519411245682,SAG (RIGHT),93.28108287740854
129,372.84912109375,356.2308349609375,29.963331161075804,SAG (RIGHT),114.98405058274174
130,414.69268798828125,365.136962890625,22.202616448153062,SAG (RIGHT),135.16743301273544
131,459.62152099609375,368.95635986328125,14.666360714235244,SAG (RIGHT),155.85769003635
132,504.76202392578125,366.15289306640625,7.409249142136504,SAG (RIGHT),171.38953733036325
133,546.5220947265625,356.114501953125,-0.7207817473590957,SAG (RIGHT),178.4522765820935
134,580.8543701171875,340.28631591796875,-9.088712425567948,SAG (RIGHT),176.48679744127907
135,605.5097045898438,321.7705078125,-19.25280134325581,SAG (RIGHT),164.857417987012
136,620.5523681640625,305.28814697265625,-26.40845746039972,SAG (RIGHT),143.08167108410413
137,630.6860961914062,291.4853820800781,-33.92146579563898,SAG (RIGHT),120.34812190635076
138,639.1502075195312,280.88616943359375,-40.071487724286605,SAG (RIGHT),98.28415914436616
139,647.4862060546875,272.45965576171875,-45.44806851432153,YUKARI (UP),81.56153625359453
140,653.8942260742188,265.7781066894531,-47.72442822434234,YUKARI (UP),65.90704669175948
141,658.4009399414062,259.9369201660156,-50.22445747770027,YUKARI (UP),51.945762635430945
142,661.1580810546875,254.97079467773438,-52.98633992098899,YUKARI (UP),40.16589181744373
143,662.6765747070312,250.979248046875,-56.34638985411338,YUKARI (UP),30.966959811546328
144,663.2529296875,248.12989807128906,-60.37058006771859,YUKARI (UP),22.52533438359454
145,663.7301635742188,246.1831512451172,-66.40092199666444,YUKARI (UP),16.551414295801028
146,663.6248779296875,245.3794403076172,-72.19294468892835,YUKARI (UP),10.518951661887268
147,663.4959106445312,245.37680053710938,-83.69067221718382,YUKARI (UP),6.206200092242019
148,662.6265869140625,246.56661987304688,-126.41298619232501,YUKARI (UP),2.6416977676687847
149,660.8897705078125,249.0540771484375,158.35693194802624,SOL (LEFT),4.335468306754785
150,657.8299560546875,253.17222595214844,140.2566220148735,SOL (LEFT),9.48339442288296
151,653.6043701171875,258.9420166015625,134.38615617072102,ASAGI (DOWN),16.17876364986843
152,648.743896484375,266.1790466308594,132.07456514860993,ASAGI (DOWN),23.267280815313697
153,642.8329467773438,274.94061279296875,130.31011692245215,ASAGI (DOWN),30.814513627467942
154,635.224365234375,285.1723327636719,130.2886653768612,ASAGI (DOWN),38.83144777023849
155,624.5985107421875,296.9683532714844,132.46994942311966,ASAGI (DOWN),48.55203623053328
156,609.7806396484375,310.18743896484375,134.91526848656494,ASAGI (DOWN),60.02757369209649
157,590.2251586914062,324.1446228027344,139.30340622219853,SOL (LEFT),73.08784548174322
158,564.3431396484375,338.5919189453125,144.45257925931617,SOL (LEFT),89.18720263991464
159,532.6671752929688,352.50189208984375,150.28324801711057,SOL (LEFT),106.29838599191044
160,497.4083251953125,364.5375671386719,155.8905496312841,SOL (LEFT),123.05233154767565
161,462.81781005859375,371.67987060546875,161.72835380205453,SOL (LEFT),134.08010408489412
162,424.76263427734375,370.260986328125,169.4324821565949,SOL (LEFT),141.22989712846626
163,378.96466064453125,359.07122802734375,179.82332578213658,SOL (LEFT),151.90292858666442
164,340.7041015625,343.60296630859375,-170.43147511067858,SOL (LEFT),153.9138945371
165,315.48944091796875,328.27728271484375,-159.80519356785203,SOL (LEFT),143.82987856269455
166,295.80169677734375,314.033935546875,-153.70297519804288,SOL (LEFT),123.17855881525438
167,278.52825927734375,299.4148864746094,-146.47017983664625,SOL (LEFT),107.6633312543786
168,264.3797607421875,285.22406005859375,-140.3174287754666,SOL (LEFT),91.61100700946155
169,254.77525329589844,273.07275390625,-133.48942301303714,YUKARI (UP),78.72438576878402
170,249.0587158203125,265.0035400390625,-129.72337413418308,YUKARI (UP),63.49249636908412
171,244.6527862548828,259.20697021484375,-125.58575876474083,YUKARI (UP),48.86990299631093
172,240.73202514648438,254.43385314941406,-123.16116159471322,YUKARI (UP),39.28404758805014
173,237.36810302734375,250.66818237304688,-120.79212306459092,YUKARI (UP),30.56738383920765
174,234.69374084472656,247.85055541992188,-122.79305765466033,YUKARI (UP),23.773483400595524
175,233.0448455810547,246.0670166015625,-119.97169462919071,YUKARI (UP),17.938783282608693
176,232.42831420898438,245.4736328125,-120.02276362156245,YUKARI (UP),11.360926839258742
177,232.89749145507812,245.8275909423828,-119.63214305078549,YUKARI (UP),7.778137572379286
178,234.34103393554688,247.41546630859375,-108.23907764282347,YUKARI (UP),2.0289944597028167
179,236.64085388183594,249.94808959960938,37.58199569836748,SAG (RIGHT),3.48573826662099
180,239.7550048828125,253.61428833007812,44.61208315132425,SAG (RIGHT),8.874228413758003
181,243.77691650390625,258.6466369628906,48.00997446011492,ASAGI (DOWN),14.51884807424514
182,248.95370483398438,265.3048095703125,48.80362737540195,ASAGI (DOWN),21.223289563521508
183,255.48924255371094,273.8052062988281,48.36773982620868,ASAGI (DOWN),28.37937921509394
184,263.73956298828125,284.45904541015625,48.34980223662375,ASAGI (DOWN),38.728531581513934
185,274.31158447265625,297.0523681640625,47.57331096525517,ASAGI (DOWN),48.0745982437734
186,288.632568359375,311.8040771484375,46.612044607346654,ASAGI (DOWN),60.11664259429484
187,309.02447509765625,327.77362060546875,42.08988507166454,SAG (RIGHT),75.63527021547795
188,337.2826232910156,343.29339599609375,36.52057294429474,SAG (RIGHT),94.00023950422118
189,373.48101806640625,356.32537841796875,29.778358038744997,SAG (RIGHT),115.71530091038926
190,415.17852783203125,365.1678161621094,22.118507752926696,SAG (RIGHT),136.00514342823612
191,459.79864501953125,368.9138488769531,14.39323239255641,SAG (RIGHT),155.91717656448273
192,504.76849365234375,366.2149658203125,7.709413999093609,SAG (RIGHT),171.1174101175676
193,546.552490234375,355.98785400390625,-0.7213503210022375,SAG (RIGHT),178.3698033179754
194,580.7291870117188,340.18450927734375,-9.157203832302297,SAG (RIGHT),176.44418912518054
195,605.2599487304688,321.77203369140625,-19.37743991121526,SAG (RIGHT),164.5624957138716
196,620.3334350585938,305.3707275390625,-26.257775416440968,SAG (RIGHT),142.61952155560067
197,630.6427612304688,291.4996643066406,-33.90505716187185,SAG (RIGHT),120.19585368027549
198,639.1177978515625,280.8960266113281,-40.08111147668474,SAG (RIGHT),98.65881226294472
199,647.3551635742188,272.5177917480469,-45.12589485142814,YUKARI (UP),81.51324299025049
200,653.864990234375,265.77337646484375,-46.752572394120406,YUKARI (UP),64.91771852694693
201,658.7529907226562,259.6905517578125,-49.88996697186238,YUKARI (UP),52.54712352005047
202,661.1192016601562,254.88201904296875,-53.02754376384848,YUKARI (UP),40.257986857496505
203,662.4215698242188,250.98968505859375,-56.81829692792104,YUKARI (UP),30.81634468201332
204,662.96630859375,248.19007873535156,-60.46462641684355,YUKARI (UP),22.571121707686714
205,663.399169921875,246.28973388671875,-66.75407819885561,YUKARI (UP),16.301003158888804
206,663.4374389648438,245.45184326171875,-72.2222585877796,YUKARI (UP),10.490656968216385
207,663.3382568359375,245.46250915527344,-86.67284862058573,YUKARI (UP),6.120645475052359
208,662.5408325195312,246.64923095703125,-129.6085412949332,YUKARI (UP),2.7693433523100075
209,660.8056640625,249.14935302734375,159.94503423261932,SOL (LEFT),4.474274155241658
210,657.6753540039062,253.30029296875,141.26091903937552,SOL (LEFT),9.68232019799346
211,653.432861328125,259.0776062011719,135.2717443237362,SOL (LEFT),16.301041433455104
212,648.488037109375,266.3480529785156,132.12551425378308,ASAGI (DOWN),23.557551456841367
213,642.7739868164062,275.0142517089844,130.62719444650617,ASAGI (DOWN),30.945414658660052
214,635.2957153320312,285.1901550292969,130.11313882757483,ASAGI (DOWN),38.92221520374274
215,624.9164428710938,296.8517761230469,132.02916716615945,ASAGI (DOWN),47.744041710311066
216,609.6578369140625,310.1884765625,134.9903918421848,ASAGI (DOWN),60.126632890899174
217,589.9813232421875,324.1687316894531,139.6579967616961,SOL (LEFT),73.1754615095804
218,563.819091796875,338.7427062988281,144.52717825273157,SOL (LEFT),89.78751218386506
219,532.4392700195312,352.543701171875,150.29802086698322,SOL (LEFT),106.7351289192735
220,497.62646484375,364.46319580078125,155.84565744934616,SOL (LEFT),122.4932714000177
221,462.94329833984375,371.63238525390625,161.99833964192203,SOL (LEFT),133.71437655375206
222,424.4798583984375,370.3280029296875,169.3981334996106,SOL (LEFT),141.60059343022857
223,378.77423095703125,359.02490234375,179.84385550092932,SOL (LEFT),152.1717534370381
224,340.67535400390625,343.54522705078125,-170.54387628880218,SOL (LEFT),153.96554253965343
225,315.5360107421875,328.2039489746094,-160.52673931741066,SOL (LEFT),142.505103682165
226,295.85028076171875,313.8006591796875,-153.83601364455365,SOL (LEFT),123.39806112791923
227,278.5933837890625,299.3316955566406,-146.67719172346463,SOL (LEFT),107.37138787916668
228,264.35601806640625,285.1723327636719,-140.50617703755384,SOL (LEFT),91.77405648993248
229,254.73501586914062,273.03057861328125,-133.5947692196154,YUKARI (UP),78.84535926498803
230,249.029541015625,265.0000305175781,-129.74355041285673,YUKARI (UP),63.53977876031441
231,244.638916015625,259.2397155761719,-125.66736769494297,YUKARI (UP),48.73781389790125
232,240.7325439453125,254.4549560546875,-122.59401734125308,YUKARI (UP),39.168085349934856
233,237.37159729003906,250.7012939453125,-120.52816267425112,YUKARI (UP),30.5737473411663
234,234.71539306640625,247.896728515625,-122.54159299624499,YUKARI (UP),23.95597570959966
235,233.09133911132812,246.1406707763672,-120.27578840840812,YUKARI (UP),17.978872839142188
236,232.51373291015625,245.5438232421875,-119.64191822900779,YUKARI (UP),11.844648311318823
237,233.01467895507812,245.95217895507812,-116.66105694926335,YUKARI (UP),7.53411571564528
238,234.46600341796875,247.50534057617188,-103.00325213323251,YUKARI (UP),2.037499376018928
239,236.78221130371094,250.01492309570312,34.31894995156428,SAG (RIGHT),3.314799115416584
240,239.90708923339844,253.6942138671875,41.366518539196825,SAG (RIGHT),8.607928660701518
241,243.9268035888672,258.77569580078125,47.22927892120185,ASAGI (DOWN),14.583316043826171
242,249.1443328857422,265.40753173828125,48.205269159059675,ASAGI (DOWN),21.336594021825757
243,255.7413330078125,273.88494873046875,48.08242533401919,ASAGI (DOWN),28.577235178237054
244,264.0322570800781,284.5052490234375,48.21996644759517,ASAGI (DOWN),38.78904261559504
245,274.61944580078125,297.0928955078125,47.562423910281694,ASAGI (DOWN),48.14537935292496
246,288.89178466796875,311.7970275878906,46.4377556711002,ASAGI (DOWN),60.37151877056582
247,309.1301574707031,327.7056884765625,41.99135385980893,SAG (RIGHT),75.73424881161479
248,337.10821533203125,343.164306640625,36.74263125382858,SAG (RIGHT),93.81904247760802
249,373.008056640625,356.14434814453125,29.920485852139873,SAG (RIGHT),115.02048325536984
250,414.4102783203125,365.04833984375,22.205632823133936,SAG (RIGHT),135.0717144866822
251,458.8792724609375,368.93377685546875,14.626605453779101,SAG (RIGHT),154.77261257392863
252,503.9544677734375,366.3190612792969,7.620437238697528,SAG (RIGHT),170.63661929081144
253,545.8949584960938,356.2935791015625,-0.7093024329198231,SAG (RIGHT),177.4537985663094
254,580.4744262695312,340.5321044921875,-9.07269670389073,SAG (RIGHT),176.05866179542613
255,605.32861328125,322.0083312988281,-19.251838367454276,SAG (RIGHT),164.5251163832298
256,620.5831298828125,305.45196533203125,-26.10328483765059,SAG (RIGHT),142.8400729080304
257,630.8642578125,291.47979736328125,-33.79686563962103,SAG (RIGHT),120.51430746283269
258,639.2254028320312,280.85186767578125,-40.03120843697667,SAG (RIGHT),98.4854770782745
259,647.4668579101562,272.4496765136719,-45.11589457898987,YUKARI (UP),81.18036412867887
260,653.992919921875,265.6871337890625,-46.78837306267425,YUKARI (UP),65.12838168243421
261,658.713623046875,259.6741638183594,-50.127997926008746,YUKARI (UP),52.158367415435286
262,661.1334838867188,254.85598754882812,-53.12469232895578,YUKARI (UP),40.270910824052045
263,662.38037109375,250.9975128173828,-57.07260103842587,YUKARI (UP),30.867406383682816
264,662.8575439453125,248.24014282226562,-61.14013281797247,YUKARI (UP),22.158624166613297
265,663.4766845703125,246.27774047851562,-67.74534579068285,YUKARI (UP),16.32100322465339
266,663.4878540039062,245.47567749023438,-72.98277092463226,YUKARI (UP),10.648228011405076
267,663.2401123046875,245.54364013671875,-86.26841023719172,YUKARI (UP),6.099999338223489
268,662.4241333007812,246.722412109375,-129.8214596709095,YUKARI (UP),2.8638699453076013
269,660.6671752929688,249.23641967773438,155.6861908535534,SOL (LEFT),4.549352567246926
270,657.8343505859375,253.2545166015625,139.9359692052201,SOL (LEFT),9.509538016048802
271,653.7241821289062,258.9744873046875,133.92579365171144,ASAGI (DOWN),16.047409349826943
272,648.8280029296875,266.19647216796875,131.85192156392915,ASAGI (DOWN),23.064242572107634
273,642.7350463867188,274.9988708496094,130.69559164579317,ASAGI (DOWN),30.842482798126614
274,634.928466796875,285.3018493652344,130.77190084358023,ASAGI (DOWN),38.962866197175714
275,624.0877075195312,297.1839599609375,132.85032597280497,ASAGI (DOWN),48.95144419468219
276,609.2882080078125,310.39678955078125,134.8856840775077,ASAGI (DOWN),60.37817671754305
277,590.0560913085938,324.21575927734375,139.29933875114918,SOL (LEFT),73.08928922478826
278,564.3099975585938,338.607421875,144.82481036857425,SOL (LEFT),89.2390243592856
279,532.2816772460938,352.6407775878906,150.3541296909389,SOL (LEFT),106.73064793578011
280,497.14874267578125,364.58673095703125,155.35723775284012,SOL (LEFT),123.64957872026086
281,463.57281494140625,371.36285400390625,161.79921133902013,SOL (LEFT),133.46130460686092
282,425.41204833984375,370.2049560546875,169.42444372103077,SOL (LEFT),140.59990629915615
283,379.359375,359.18890380859375,179.79795688903909,SOL (LEFT),151.38883492944717
284,340.8242492675781,343.735595703125,-170.46065904357638,SOL (LEFT),153.83384234936253
285,315.54315185546875,328.3805236816406,-160.08686906425464,SOL (LEFT),143.08786361025986
286,295.83154296875,314.0181884765625,-153.87592088105163,SOL (LEFT),123.01788521651434
287,278.5611572265625,299.39385986328125,-146.69727724063762,SOL (LEFT),107.15674545270836
288,264.344482421875,285.1482238769531,-140.27975312604715,SOL (LEFT),91.43914861470962
289,254.72633361816406,272.9981689453125,-133.77935051039879,YUKARI (UP),78.26716036853365
290,249.00765991210938,264.9166259765625,-129.59833163357314,YUKARI (UP),63.68735874058062
291,244.614501953125,259.197021484375,-125.5127127887862,YUKARI (UP),48.88390698276192
292,240.69969177246094,254.45257568359375,-123.11590330323521,YUKARI (UP),39.47619793598555
293,237.3625030517578,250.72213745117188,-121.70657195374407,YUKARI (UP),30.397397237683023
294,234.7322540283203,247.86708068847656,-122.63879177048165,YUKARI (UP),23.820727713296343
295,233.095947265625,246.09999084472656,-120.25201117118205,YUKARI (UP),18.228100493170814
296,232.49862670898438,245.54818725585938,-119.06859223770016,YUKARI (UP),11.710139630260155
297,232.97665405273438,245.95115661621094,-116.98042569872061,YUKARI (UP),7.91904003632001
298,234.43881225585938,247.55380249023438,-106.50836223387142,DURGUN,1.9050444186271953
299,236.7879180908203,250.04031372070312,36.42588882677841,SAG (RIGHT),3.478119572727771
300,239.94430541992188,253.69107055664062,44.54834707591576,SAG (RIGHT),8.866828716400251
301,243.98558044433594,258.7082824707031,47.211083859516634,ASAGI (DOWN),14.61558878517783
302,249.1412353515625,265.3554992675781,48.45118377883558,ASAGI (DOWN),21.354837251906993
303,255.6436767578125,273.8304443359375,47.595939863218604,ASAGI (DOWN),28.46370472485425
304,263.83013916015625,284.4809875488281,48.22212435085139,ASAGI (DOWN),38.48465210605525
305,274.3994140625,297.08770751953125,48.06920049644227,ASAGI (DOWN),48.17639934654255
306,288.7765197753906,311.75787353515625,46.60095661079914,ASAGI (DOWN),60.191883750036915
307,309.1024169921875,327.68231201171875,42.01501602015017,SAG (RIGHT),75.75700741994193
308,337.11846923828125,343.1580810546875,36.49911129389013,SAG (RIGHT),93.40299953308129
309,373.1041259765625,356.25323486328125,29.943629668027135,SAG (RIGHT),115.13161230816237
310,414.76837158203125,365.1234436035156,22.24576054310418,SAG (RIGHT),135.2481304440018
311,459.4947509765625,368.9132995605469,14.49948070864957,SAG (RIGHT),155.8977771146319
312,504.450927734375,366.2128601074219,7.543328211249816,SAG (RIGHT),170.53879188487903
313,546.3239135742188,356.1417236328125,-0.6862212379173679,SAG (RIGHT),178.36418715601067
314,580.6544799804688,340.32208251953125,-9.053344228875547,SAG (RIGHT),176.42342182484435
315,605.301513671875,321.8260803222656,-19.635216351646577,SAG (RIGHT),164.74343883287332
316,620.3713989257812,305.48663330078125,-26.274691060055225,SAG (RIGHT),142.8905364989178
317,630.7525024414062,291.5648193359375,-33.841354696250235,SAG (RIGHT),120.29861639542223
318,639.2840576171875,280.8870544433594,-39.91944495682704,SAG (RIGHT),98.6284338961511
319,647.5535278320312,272.4432067871094,-45.157985464839456,YUKARI (UP),81.44150791712515
320,654.0235595703125,265.69879150390625,-47.73170849752318,YUKARI (UP),65.91875528998187
321,658.4680786132812,259.881591796875,-50.11620476776525,YUKARI (UP),51.82479628945356
