frame_idx,pred_cx,pred_cy,angle,direction,speed_px
322,661.215087890625,254.90835571289062,-52.91480718003069,YUKARI (UP),40.16111116640615
323,662.6826171875,250.93865966796875,-56.79016195985597,YUKARI (UP),30.997880255794477
324,663.1619873046875,248.15216064453125,-59.95994171858621,YUKARI (UP),22.208341477408144
325,663.8032836914062,246.12765502929688,-65.95446911299412,YUKARI (UP),16.65005156832009
326,663.6445922851562,245.3588104248047,-71.34234145379959,YUKARI (UP),10.667175219685161
327,663.3600463867188,245.41610717773438,-84.86480035494813,YUKARI (UP),6.290959164663269
328,662.375244140625,246.66452026367188,-127.70502197930931,YUKARI (UP),3.165942986006649
329,660.3394775390625,249.3035888671875,159.54656504462554,SOL (LEFT),4.814575033598194
330,657.3284912109375,253.41592407226562,142.04754664718098,SOL (LEFT),9.842880811878759
331,653.2018432617188,259.17596435546875,135.28897234437002,SOL (LEFT),16.39886353429844
332,648.3850708007812,266.39483642578125,132.80974255850813,ASAGI (DOWN),23.47006992301065
333,642.48193359375,275.1328430175781,130.85343314565583,ASAGI (DOWN),31.051006315516926
334,634.9447631835938,285.3011474609375,130.28175848721807,ASAGI (DOWN),39.21448332232885
335,624.8356323242188,296.84771728515625,132.29441001783823,ASAGI (DOWN),47.8398864460748
336,609.7536010742188,310.1173095703125,134.9305385085141,ASAGI (DOWN),59.967330006461694
337,590.1512451171875,324.03924560546875,139.4761734582846,SOL (LEFT),73.1688788261631
338,564.3966064453125,338.4603271484375,144.7192038367517,SOL (LEFT),88.78297944581169
339,532.3295288085938,352.5345458984375,150.24461045467504,SOL (LEFT),107.11568015426212
340,497.72308349609375,364.3681335449219,155.95120359540974,SOL (LEFT),122.28272264013296
341,463.06805419921875,371.60589599609375,161.64428813451002,SOL (LEFT),133.3399467946796
342,424.96087646484375,370.2210998535156,169.34303437168984,SOL (LEFT),141.1188050392696
343,379.2978515625,359.06549072265625,179.81150802124014,SOL (LEFT),151.38660717821674
344,340.94866943359375,343.65313720703125,-170.51523760730007,SOL (LEFT),153.57137313040275
345,315.6690673828125,328.33770751953125,-159.96853692238807,SOL (LEFT),143.10157306395973
346,295.9156494140625,314.0525207519531,-153.79985288783067,SOL (LEFT),123.08351702832577
347,278.6363830566406,299.46630859375,-146.48384282466142,SOL (LEFT),107.38233900924267
348,264.43304443359375,285.2779846191406,-140.55620230350513,SOL (LEFT),91.80337814026976
349,254.7918701171875,273.09710693359375,-133.42822543158528,YUKARI (UP),78.90282215385092
350,249.0697021484375,265.0453796386719,-129.70188715556188,YUKARI (UP),63.475617983263106
351,244.66879272460938,259.2462158203125,-125.48585686145051,YUKARI (UP),48.75541060439468
352,240.7596893310547,254.4646759033203,-122.82111603060508,YUKARI (UP),39.247063963858075
353,237.40545654296875,250.7068328857422,-121.15407844839024,YUKARI (UP),30.22232015251171
354,234.74923706054688,247.84133911132812,-122.45821310617305,YUKARI (UP),23.728335721174954
355,233.10076904296875,246.0709991455078,-121.08883767002362,YUKARI (UP),17.969763802977717
356,232.5048370361328,245.48439025878906,-119.59422274339592,YUKARI (UP),11.303241769928649
357,232.9633026123047,245.85260009765625,-118.22526119818465,YUKARI (UP),7.672316954193713
358,234.38735961914062,247.45001220703125,-108.59799012536543,DURGUN,1.8423637610617105
359,236.67950439453125,249.96707153320312,37.10374713255756,SAG (RIGHT),3.179668207340341
