t_pred,x_pred,y_pred
12.763763763763764,912.1176,559.7014
12.78044842227849,912.1177,559.7014
12.797133080793213,912.1176,559.7014
12.813817739307938,912.1177,559.7014
12.830502397822661,912.1176,559.7014
