t_pred,x_pred,y_pred
12.763763763763764,922.8414,558.9505
12.78044842227849,922.8414,558.95056
12.797133080793213,922.8414,558.9505
12.813817739307938,922.8414,558.95056
12.830502397822661,922.8414,558.9505
