path,sampled_frames,pos_msec_first_10,avg_dt_ms,std_dt_ms,min_dt_ms,max_dt_ms
C:\Users\Fidan\Desktop\bitirme_ödevim\pendulum-project\data\videos\video.mp4,300,"[0.0, 16.683350016683352, 33.366700033366705, 50.050050050050054, 66.73340006673341, 83.41675008341676, 100.10010010010011, 116.78345011678346, 133.46680013346682, 150.15015015015015]",16.68335001668335,3.275776525478929e-13,16.683350016682198,16.683350016684017
