path,exists,opened,fps,width,height,frame_count,duration_sec_by_header,fourcc
C:\Users\Fidan\Desktop\bitirme_ödevim\pendulum-project\data\videos\video.mp4,True,True,59.93529919222022,1920,1080,765,12.763763763763762,FMP4
