frame,t,cx,cy,cx_smooth,cy_smooth,speed_px_s,ax_px_s2,ay_px_s2
43,0.7174403161331265,329.62572479248047,520.3301239013672,322.75952699950335,518.6463581667759,132.13266822389355,3768.5451351597894,591.3223923138717
44,0.7341249746478504,335.67970275878906,521.404296875,325.3435621513605,519.1979459084208,195.22065906124675,3955.979332197103,455.03532258279336
45,0.7508096331625743,344.4253692626953,522.5064544677734,329.15992357362745,519.8596476202914,264.62599857526925,3785.4172679226485,472.3090607445881
46,0.7674942916772982,353.6061782836914,523.9472198486328,334.0491745156403,520.6771620659597,322.36295227030496,3620.133114871035,240.50995068866746
47,0.7841789501920221,362.68042755126953,525.28564453125,339.77542512276614,521.5988585590178,385.261968979848,4007.3434023825284,-227.28326722404972
48,0.8008636087067459,374.82752990722656,525.7255096435547,346.7858460796582,522.4241887759252,454.0334617171192,4115.433190338299,-57.8938921939573
49,0.8175482672214698,387.1223602294922,525.7281799316406,354.853148909625,523.0849870070683,521.4608154819426,3875.226369336033,482.13653249381287
50,0.8342329257361937,401.11289978027344,528.1938018798828,364.10509908375474,524.1067499816313,584.3111051057899,3438.565112910139,268.6391212792978
51,0.8509175842509176,414.80950927734375,529.1128997802734,374.24598112247253,525.1079799413598,636.5362204209549,3382.7226054189523,44.31881017960495
52,0.8676022427656415,429.28224182128906,530.0102996826172,385.2532332622358,526.0884438896112,696.8097392356981,3616.954776888153,16.46226263756421
53,0.8842869012803652,446.0146331787109,531.5478363037109,397.40551324553087,527.1803223724312,756.8321847635136,3474.101743162304,91.59384434634171
54,0.9009715597950892,462.5223846435547,531.7210540771484,410.4288875251357,528.0884687133747,812.5818841062991,3255.622099420605,297.43379503634173
55,0.917656218309813,480.4519348144531,534.4194030761719,424.4334969829992,529.3546555859341,865.9158375567288,3108.699951159,262.28137116731455
56,0.9343408768245368,498.4145812988281,534.6798248291016,439.22971384616505,530.4196894345677,916.684933155068,3358.112166777577,540.7051826702959
57,0.9510255353392608,517.6964111328125,537.4264526367188,454.9230533034946,531.8210420749979,979.1049883098747,3320.333524929316,697.6930172873608
58,0.9677101938539848,539.1569671630859,539.4807891845703,471.7698360754129,533.3529914969124,1029.0976063105525,2651.177411186676,630.2913701511507
59,0.9843948523687084,558.4698486328125,541.9096221923828,489.10983858689286,535.0643176360065,1069.1830839699599,2567.1517992281442,738.1924218805034
60,1.0010795108834325,579.8710174560547,544.6833801269531,507.26207436072525,536.9881301341959,1116.8261560622873,2829.1724797089446,290.42681658246147
61,1.0177641693981565,601.7275848388672,547.6953735351562,526.1551764563537,539.129578814388,1164.0867606973777,2851.555239472582,-366.0902485545339
62,1.03444882791288,624.9024353027344,548.2149963378906,545.90462822563,540.9466623190885,1210.2898070773517,2697.734326498896,-257.45736849583227
63,1.051133486427604,648.26025390625,550.1493225097656,566.375753361754,542.787194357224,1252.8894827802394,2468.701689923015,-14.007209423982658
64,1.067818144942328,672.252685546875,551.9437866210938,587.5511397987783,544.618512809998,1292.3121385237853,2147.639482328552,-272.88688628514
65,1.084502803457052,696.521728515625,553.6720123291016,609.3452575421477,546.4292127138187,1323.5672523495034,2134.6647560039128,-518.7271400890063
66,1.1011874619717756,720.5643310546875,554.2156524658203,631.5890722446557,547.9865006642191,1362.0267510805359,2300.7671437570316,-608.9164145222385
67,1.1178721204864994,747.1023864746094,555.5221099853516,654.6917350906464,549.4936225284456,1398.8130515590822,1899.5434226464422,-730.8738789463159
68,1.1345567790012234,772.177734375,555.4077758789062,678.1889349475172,550.6764531985377,1423.9119841819142,1698.5396518645648,-463.64133568354237
69,1.1512414375159472,798.0111389160156,556.0151672363281,702.1533757412169,551.7441960060958,1454.6267292118719,1630.2997431298718,-303.34205459952614
70,1.1679260960306712,824.7872009277344,557.2738952636719,726.6801407785204,552.850135857611,1477.8279298903858,1273.445719764597,-661.7564445593412
71,1.184610754545395,850.4313049316406,556.8844299316406,751.4303736091445,553.656994672417,1496.2811344180325,1087.8267317022692,-632.1690063457868
72,1.2012954130601188,877.2252197265625,556.8067474365234,776.5893428326281,554.2869452252384,1513.4494808132463,1080.0864442865786,-371.62092531597114
73,1.2179800715748428,903.2360229492188,557.1815490722656,801.9186788559463,554.8658659946439,1532.0099958289525,1250.2941633170994,-186.3547550741148
74,1.2346647300895666,930.8314514160156,557.0862884521484,827.7012333679602,555.3099504861448,1555.0268777135616,1139.745973280551,-80.7974774112165
75,1.2513493886042906,958.1910705566406,558.0963439941406,853.7992008056963,555.867229187744,1569.9847774414452,863.3254359895509,-152.07605246103026
76,1.2680340471190144,985.2144165039062,557.7460174560547,880.0822439453383,556.2429868414062,1583.7421692812725,700.8884982156815,-200.27672252338232
77,1.2847187056337384,1012.8762512207032,558.5243225097656,906.6410454004114,556.6992539750781,1593.2660281507929,598.5045232669218,-291.66899395595647
78,1.301403364148462,1039.654327392578,557.9680480957031,933.2437017988447,556.9530127992032,1603.5896197904376,307.07923849116924,-183.06871912320986
79,1.318088022663186,1067.7718505859375,558.220458984375,960.1493315562633,557.2065020362376,1603.4427178000135,-355.69807837320695,-199.83484301875495
80,1.33477268117791,1093.138153076172,558.4699401855469,986.7470958602452,557.4591896660995,1591.6710393560936,-350.46041367633734,-783.8754311194159
81,1.3514573396926337,1119.3193359375,557.6194000244141,1013.2615438756961,557.4912317377625,1591.7142708399251,221.37008582216367,-965.4295491035535
82,1.3681419982073575,1146.2550659179688,555.4976348876953,1039.8602482841507,557.0925123677491,1599.210509848895,65.44699276359461,-745.0959807686809
83,1.3848266567220815,1173.6602783203125,555.1346740722656,1066.620254291383,556.7009447086525,1594.263430914219,-522.3043487788964,-655.4449981262478
84,1.4015113152368053,1198.7503662109375,552.6770324707031,1093.046276675294,555.8961622610626,1582.2621156567407,-572.6799018160891,-615.4007798159219
85,1.4181959737515293,1224.8017578125,552.3194122314453,1119.3973729027352,555.1808122551392,1575.7595356863308,-738.3601352030964,-861.304129054161
86,1.434880632266253,1250.3836059570312,549.3495330810547,1145.5946195135944,554.0145564203224,1558.7392554173364,-1096.7019571615747,-830.6861806642876
87,1.451565290780977,1274.3831176757812,547.4498138427734,1171.3523191460317,552.7016079048126,1540.451904380836,-1042.8427185221808,-666.3687438928682
88,1.4682499492957009,1299.1995849609375,545.2334289550781,1196.921772309013,551.2079721148657,1525.2265204761552,-1242.6656544489233,-632.479609949783
89,1.4849346078104246,1323.0431518554688,542.5700836181641,1222.1460482183043,549.4803944155254,1500.3807007388566,-1615.1554996840568,-174.7966481138933
90,1.5016192663251486,1345.7418212890625,540.5639953613281,1246.865202832456,547.697114604686,1471.8360578291106,-1863.6181378246765,-56.15121381176232
91,1.5183039248398724,1368.24560546875,539.5342559814453,1271.1412833597149,546.064542880038,1438.4910063884242,-1907.2996846688839,-196.38363930283867
92,1.5349885833545964,1389.1022338867188,536.3604888916016,1294.7334734651156,544.1237320823507,1408.8433162363433,-1385.1561019055152,200.3329267242866
93,1.5516732418693202,1411.1296997070312,535.6551513671875,1318.0127187134988,542.4300159393181,1391.9036333088993,-1524.3656162322877,518.8161475300167
94,1.5683579003840442,1433.2459106445312,534.1470489501953,1341.0593570997053,540.7734225414936,1356.8555406038429,-2348.8095486346283,226.84071718030236
95,1.585042558898768,1451.6963500976562,533.7722930908203,1363.1867556992956,539.373196651359,1313.1849948720492,-2129.039835550291,-64.31818852808647
96,1.6017272174134918,1471.10205078125,530.8857269287109,1384.7698147156866,537.6757027068294,1286.1366451568251,-2306.6707591667728,-33.8540214541149
97,1.6184118759282158,1490.8711547851562,530.5209808349609,1405.9900827295808,536.2447583324557,1236.5028393252958,-3051.0961988182753,-276.4039516910552
98,1.6350965344429396,1505.5985107421875,527.7223968505859,1425.9117683321022,534.5402860360819,1185.3833625382533,-2684.48889528343,-365.4518872293943
99,1.6517811929576636,1523.3328247070312,525.8815612792969,1445.395979607088,532.8085410847249,1148.2656213426858,-2681.603565042278,-92.17535801964277
100,1.6684658514723874,1538.7386474609375,523.7555084228516,1464.064513177858,530.9979345523502,1096.5591257319154,-3149.4284070159993,36.96052053420408
101,1.6851505099871111,1552.8213500976562,522.356689453125,1481.8158805618177,529.2696855325052,1043.541917596264,-2872.6166897074327,-227.21513987968956
102,1.7018351685018351,1566.2881469726562,520.4049530029297,1498.7103338439854,527.4967390265901,1002.0256231081513,-2756.4525753132984,-435.35457535835803
103,1.718519827016559,1580.3441162109375,517.4021606445312,1515.037090317376,525.4778233501784,953.7822994159188,-3260.667615286966,-54.3778413991854
104,1.735204485531283,1591.2857055664062,515.6425628662109,1530.286813367182,523.510771253385,894.2388849080049,-3390.6312371509557,193.74584666745068
105,1.7518891440460067,1601.9902954101562,514.0839691162109,1544.627509775777,521.6254108259502,840.7561462516687,-3223.452029761789,352.8505260000002
106,1.7685738025607305,1611.9288940429688,512.2010650634766,1558.0877866292155,519.7405416734555,786.0576766431888,-3218.355323540087,794.2113583865598
107,1.7852584610754545,1620.791748046875,511.8673400878906,1570.6285789127473,518.1659013563425,730.8702140162468,-3314.542325799681,835.3113195829042
108,1.8019431195901785,1629.0111083984375,511.6097717285156,1582.3050848098856,516.8546754307771,672.8700042547288,-3618.6489310550132,698.1003427849096
109,1.8186277781049025,1635.4739990234375,510.763900756836,1592.938867652596,515.6365204959889,608.2745201006668,-3835.0318801179037,816.4806843252102
110,1.835312436619626,1640.7094116210938,511.1846771240234,1602.4929764462956,514.7461518215957,542.7905397208563,-3805.2306105481202,637.5764791403994
111,1.8519970951343496,1644.922119140625,511.0968933105469,1610.9788049851616,514.016300119386,479.83964063314374,-3750.5407069181856,233.66819261884348
112,1.8686817536490736,1648.3032836914062,510.6726837158203,1618.4437007264105,513.3475768386729,417.45587905048325,-3716.4139878658643,156.17336729530462
113,1.8853664121637976,1650.4375610351562,509.89105224609375,1624.8424727881597,512.6562719201571,355.88892980645426,-3684.256160111381,429.8263441123436
114,1.9020510706785216,1651.910888671875,509.9894256591797,1630.256155964903,512.1229026679616,293.7105565062431,-3903.5340902752187,600.1814597719783
115,1.9187357291932452,1651.9937744140625,510.3826904296875,1634.6036796547348,511.77486022030683,224.35364063378304,-4178.62881871863,554.0580729134263
116,1.9354203877079692,1650.1951904296875,510.7332458496094,1637.7219818097255,511.56653734616737,153.2874519427653,-4168.587683401902,472.2947315743913
117,1.9521050462226928,1647.6717529296875,511.2858428955078,1639.711936033718,511.5103984560355,84.63525144581284,-4107.999846596505,253.83454713196704
118,1.968789704737417,1643.8824462890625,511.6387939453125,1640.5460380847871,511.5360775538909,16.010566159700975,-3859.417423253655,13.860576668682533
119,1.985474363252141,1639.0452880859375,511.4986114501953,1640.2458880850174,511.5285843331518,44.158090572901585,-3427.51850247108,185.06018404169257
120,2.002159021766865,1634.37939453125,511.4909210205078,1639.0725893742642,511.521051670623,98.60194539561316,-3797.827311122095,548.3683781889551
121,2.018843680281589,1628.5259399414062,512.6799774169922,1636.9632594876928,511.75283681989686,171.8162640104926,-4487.918405427367,484.5514539346267
122,2.035528338796313,1618.998046875,513.5718536376953,1633.3702169651544,512.1166401834566,249.18494583863605,-4186.253239393817,332.51001260781504
123,2.0522129973110363,1609.935546875,514.1166534423828,1628.6832829471236,512.5166428352419,311.9248943092901,-3822.479304939461,750.3130778456583
124,2.06889765582576,1600.2988891601562,515.3458404541016,1623.0064041897303,513.0824823590139,378.72968861059167,-3824.261489604005,1042.4699291364554
125,2.0855823143404844,1588.7090454101562,518.2497253417969,1616.1469324338157,514.1159309555705,442.8023263277382,-3855.5604497478926,731.1901673176062
126,2.102266972855208,1577.3334350585938,519.5819091796875,1608.3842329587712,515.209126600394,509.5020285347345,-4008.2596393440417,777.1602194407412
127,2.118951631369932,1563.0499267578125,521.8105316162109,1599.3173717185796,516.5294076035575,578.9306309161428,-3574.0537054695233,919.7285430035208
128,2.135636289884656,1549.224609375,524.8881072998047,1589.2988192498638,518.201147542807,632.057805057313,-3298.1544525770587,320.24096842546396
129,2.1523209483993795,1535.3450317382812,527.0304718017578,1578.5080617475473,519.9670123945972,689.3453919069516,-3818.060502502929,-209.3689077262029
130,2.169005606914104,1518.672119140625,527.8807525634766,1566.540873226163,521.5497604283731,757.1268988387759,-3723.772799737806,58.06407150153336
131,2.1856902654288275,1501.072998046875,529.6583709716797,1553.4472981903054,523.1714825370345,812.7244423366564,-3339.502953093728,296.15842502682017
132,2.2023749239435517,1484.3931274414062,532.1292114257812,1539.6364640405259,524.963028314784,868.9281018998277,-3664.3906154163997,256.30321816398373
133,2.219059582458275,1464.7939453125,533.6765289306641,1524.667960294921,526.70572843796,935.1322476237852,-3529.8756776107366,169.27693948735396
134,2.235744240972999,1444.5867309570312,536.4855499267578,1508.651714427343,528.6616927357196,986.5666889866528,-3160.431872227433,-219.31873481275534
135,2.252428899487723,1425.1834716796875,537.4955596923828,1491.9580658778118,530.4284661270523,1039.1708266571284,-3160.912140942939,-364.97174365794626
136,2.269113558002447,1402.9066772460938,538.8668518066406,1474.1477881514684,532.11614326297,1090.25523236318,-2906.6998476340123,38.52447949701855
137,2.28579821651717,1382.0511474609375,540.2594451904297,1455.728460013362,533.7448036484619,1135.8419283217438,-2689.1553107300533,311.30712285474146
138,2.3024828750318944,1359.1222534179688,543.0882415771484,1436.4072186942835,535.6134912341993,1180.565829268875,-2726.7974274341905,300.20837069778054
139,2.319167533546618,1336.8933715820312,544.5849609375,1416.504449271833,537.4077851748594,1227.3704869020987,-2749.445558356776,396.93802650352154
140,2.3358521920613424,1312.1338500976562,547.594482421875,1395.6303294369977,539.4451246242626,1273.1555967429983,-2492.478368027274,262.32882882726426
141,2.352536850576066,1288.5731811523438,549.7833099365234,1374.218899780067,541.5127616867148,1310.997290684291,-2434.1329617062875,-62.86566295321563
142,2.36922150909079,1263.5145874023438,551.7932739257812,1352.0780373045225,543.5688641345282,1353.8346678722646,-2332.6653281590625,-263.4420119164097
143,2.3859061676055138,1237.8024291992188,553.4632263183594,1329.2229156834617,545.5477365712945,1387.7547574134983,-1910.9694877618022,-359.7524229279811
144,2.4025908261202376,1212.7498168945312,554.8053436279297,1305.9282959256757,547.3992579826216,1416.3853527456604,-1812.0503824045009,-518.8342374182821
145,2.419275484634962,1186.7820434570312,556.3135833740234,1282.0990454319467,549.182123060902,1446.7535691302687,-1999.723994886117,-458.0765938229333
146,2.4359601431496856,1160.4078979492188,556.5311279296875,1257.7608159354013,550.651924034659,1481.8818271349808,-2130.552182608575,-76.90488627133709
147,2.4526448016644093,1132.6990356445312,558.9244842529297,1232.7484598772273,552.3064360783133,1517.531993756711,-1803.6153299708603,-276.33149089290737
148,2.469329460179133,1105.110870361328,559.8690338134766,1207.2209419740475,553.8189556253459,1541.4192529110485,-978.2678878077131,-722.0745934693032
149,2.4860141186938574,1078.0638732910156,560.3394317626953,1181.3895282374413,555.1230508528158,1548.825029616572,-918.1290681312166,-691.1395126783539
150,2.502698777208581,1052.4006652832031,560.4175415039062,1155.5917556465938,556.1819489830339,1570.9419988096304,-1372.4470758988027,-527.1630935725768
151,2.519383435723305,1022.6742248535156,561.1225738525391,1129.0082494879782,557.1700739569349,1593.891817587564,-644.0109024908525,-512.8218474215989
152,2.5360680942380287,996.138671875,561.1094055175781,1102.4343339653826,557.9579402690636,1591.8486559708183,-352.79162896652997,-524.9212816897527
153,2.5527527527527525,969.8119506835938,561.3985595703125,1075.9098573090248,558.6460641293133,1605.1725798184332,-638.1411114552538,-501.77592405306166
154,2.5694374112674767,940.7809448242188,561.1628723144531,1048.8840748120638,559.1494257663413,1612.7626149956236,-143.42866251483792,-435.7831555016493
155,2.5861220697822005,914.9681396484376,561.2189025878906,1022.1008877793386,559.5633211306512,1609.70065755596,-37.944108157280425,-488.75107524631005
156,2.6028067282969243,887.4669799804688,561.0250244140625,995.1741062195647,559.8556617873335,1613.8332300662037,9.872145748529874,-476.07648035305635
157,2.619491386811648,860.5519104003906,560.2590942382812,968.2496670557299,559.936348277523,1609.2407469004297,250.83545005323685,-227.78974761740162
158,2.636176045326372,834.3769836425781,560.4135131835938,941.4751303730995,560.0317812587373,1605.428291458144,84.89184764437232,-156.91356540946848
159,2.652860703841096,807.4882507324219,560.1515197753906,914.6777544449641,560.055728962068,1606.3993094031239,305.7480995031656,-229.74177239732865
160,2.66954536235582,780.6423950195312,559.9429626464844,887.8706825598775,560.0331756989513,1595.2269400709743,861.7626040682517,-446.2556252450701
161,2.686230020870544,755.7487487792969,559.4637451171875,861.4462958037615,559.9192895825986,1577.7127625310568,1060.8848499305386,-719.2843469060281
162,2.7029146793852674,730.3439025878906,558.0111389160156,835.2258171605873,559.537659449282,1560.0736200734127,1387.182125992469,-597.2760325107747
163,2.719599337899991,706.0774536132812,556.7589569091797,809.3961444511261,558.9819189412616,1531.7484722016438,1686.6495050465892,-325.46470204467914
164,2.7362839964147154,683.0433959960938,555.9576721191406,784.1255947601197,558.3770695768375,1504.0428156712692,1433.1783704015543,-402.9437233695412
165,2.752968654929439,659.6181030273438,554.9024200439453,759.2240964135646,557.6821396702591,1484.3130283874157,1406.9220007649783,-380.58855826745116
166,2.769653313444163,636.2097778320312,553.1104278564453,734.6212326972579,556.7677973074963,1457.5058297876935,2048.0114372550015,-211.20064800721707
167,2.7863379719588868,614.6084289550781,552.7216644287109,710.618671948822,555.9585707317392,1416.2676483089715,2013.3015216078056,-359.3789519091499
168,2.8030226304736106,594.5120849609375,550.782470703125,687.3973545512451,554.9233507260165,1390.8647037186033,1603.2660966806288,-691.1368524653392
169,2.819707288988335,571.6859893798828,549.4807434082031,664.2550815169727,553.8348292624538,1363.9401841474553,2401.7374121707544,-859.0550959638595
170,2.8363919475030586,552.7733306884766,546.2072601318359,641.9587313512735,552.3093154363303,1312.5136058457144,2842.2056660571398,-489.710885522175
171,2.8530766060177823,534.9943389892578,544.5353393554688,620.5658528788704,550.754520220158,1270.3792251231102,2337.202628966086,-123.22223214050882
172,2.869761264532506,516.1612701416016,542.7318267822266,599.6849363314166,549.1499815325718,1235.0422710834973,2326.471448384058,-108.32631934088158
173,2.88644592304723,498.6558837890625,541.0850830078125,579.4791258229458,547.53700182762,1193.2687090238012,2672.56923642505,-65.6730682567686
174,2.903130581561954,482.0919647216797,539.2021179199219,560.0016936026925,545.8700250460804,1146.3402515145372,2616.7503224208267,105.26884545837083
175,2.919815240076678,466.83489990234375,537.7516784667969,541.3683348626228,544.2463557302237,1105.9630907538976,2774.9945980538614,206.82405835616555
176,2.9364998985914017,450.6878204345703,536.5510101318359,523.2322319770122,542.7072866105462,1053.4907005221141,3164.52910102265,208.81103328465815
177,2.953184557106125,438.8087310791016,535.1009063720703,506.3475317974301,541.186010562851,1000.1584834218633,3214.5002506069686,177.97584478257068
178,2.9698692156208493,424.54241943359375,534.1412658691406,489.98650932466285,539.777061624109,946.121428348043,3661.9340842677266,196.55259477467143
179,2.986553874135573,414.5845184326172,532.5109710693359,474.90611114625375,538.3238435131544,877.8683013745481,3646.022008849788,-42.64808448177382
180,3.0032385326502973,404.46751403808594,532.0331268310547,460.81839172462026,537.0657001767345,825.1800576577042,2945.7672165024014,-236.21760120834915
181,3.019923191165021,394.3493194580078,528.8081359863281,447.52457727129774,535.4141873386532,780.9055029428184,3095.4468326983406,435.21984073263684
182,3.036607849679745,384.5537872314453,528.7997894287109,434.9304192633273,534.0913077566647,720.9394099309136,3827.2885369894284,709.9733628383906
183,3.0532925081944686,378.2276153564453,528.5805358886719,423.5898584819509,532.9891533830662,651.383597546191,3862.0766362195827,217.14384677509702
184,3.069977166709193,372.1614456176758,527.5807800292969,413.3041759090959,531.9074787123124,592.0188063347068,3475.7890233733033,167.19778392318835
185,3.0866618252239166,366.5613250732422,526.3996429443359,403.9556057419252,530.8059115587171,535.4599799927399,3551.069588794766,400.64386243238664
186,3.1033464837386404,361.9188919067383,526.3254852294922,395.54826297488785,529.9098262928721,472.7704370722419,3775.802259026328,304.6028081784136
187,3.120031142253364,359.1844940185547,525.7046508789062,388.27550918362124,529.068791210079,409.13698084901114,3446.510486443187,196.8580415827223
188,3.1367158007680884,356.88170623779297,524.9815979003906,381.99674859445565,528.2513525481413,357.7913397835408,3159.671817550732,337.84115704697047
189,3.153400459282812,354.1787109375,524.7489624023438,376.4331410630645,527.5508745189818,303.11656705304244,3890.5397009778426,456.8955427018693
190,3.170085117797536,354.0852584838867,524.641845703125,371.963564547229,526.9690687558104,227.08603502740206,4190.090084252099,437.0285196175921
191,3.18676977631226,356.7604064941406,524.8323059082031,368.92293293661135,526.541716186289,162.60813214657543,3454.582406893305,325.099374898949
192,3.203454434826984,357.2887344360352,524.7002410888672,366.59609323649613,526.1734211668047,111.48602688467014,3526.0563425607465,474.6267189343707
193,3.220139093341708,359.91283416748047,524.7791137695312,365.259441422693,525.89455968735,43.92413999252044,4228.969643339763,576.1163764270634
194,3.236823751856432,364.7368621826172,525.9531402587891,365.15492557467786,525.9062758016378,31.33205533666785,4160.521922555659,502.5813060961266
195,3.253508410371156,370.9050750732422,525.8194732666016,366.30495547439074,525.8889152946306,96.0461498134071,3521.5505969513106,588.3533012147155
196,3.270193068885879,376.5129089355469,527.4381408691406,368.346546166622,526.1987604095326,150.11055407022795,3706.048026013377,250.79113166269815
197,3.286877727400603,382.97259521484375,527.8970031738281,371.2717559762664,526.5384089623917,219.98192725818885,4278.306016680438,72.8057034844386
198,3.303562385915327,393.2374420166016,527.6988830566406,375.66489318433344,526.7705037812416,292.42818246874504,3922.0262610560612,334.6622194361935
199,3.320247044430051,402.35292053222656,529.2628479003906,381.0024986539121,527.2689726050714,351.330747964481,3404.375092377568,372.58475111597
200,3.3369317029447747,412.7423095703125,529.4985961914062,387.3504608371922,527.7148973223384,406.66048301371563,3491.9076136864915,407.51338478906143
201,3.3536163614594985,423.2184143066406,531.2124786376953,394.5240515310819,528.4144135854099,468.5885970546376,3478.5024075911297,225.48049640987415
