frame_idx,x_pred,y_pred,dx,dir_label
330,1.2983587980270386,0.7618848085403442,-0.017027616500854492,DURAGAN
331,1.281331181526184,0.7791280150413513,-0.01346433162689209,DURAGAN
332,1.267866849899292,0.7973446846008301,-0.012197494506835938,DURAGAN
333,1.255669355392456,0.8174818754196167,-0.011463403701782227,DURAGAN
334,1.2442059516906738,0.8407240509986877,-0.010800361633300781,DURAGAN
335,1.233405590057373,0.8674732446670532,-0.011552691459655762,DURAGAN
336,1.2218528985977173,0.8985636234283447,-0.031084656715393066,DURAGAN
337,1.1907682418823242,0.9479233026504515,-0.08427965641021729,DURAGAN
338,1.106488585472107,1.0305593013763428,-0.05721902847290061,DURAGAN
339,1.0492695569992063,1.1193552017211914,-0.033617734909057395,DURAGAN
340,1.015651822090149,1.2097498178482056,-0.07239931821823131,DURAGAN
341,0.9432525038719176,1.2905339002609253,-0.0843973159790038,DURAGAN
342,0.8588551878929138,1.3917912244796753,-0.10559225082397461,DURAGAN
343,0.7532629370689392,1.6170661449432373,-0.04968917369842529,DURAGAN
344,0.7035737633705139,1.6928449869155884,-0.0037081241607666016,DURAGAN
345,0.6998656392097473,1.6705695390701294,0.016953468322753906,DURAGAN
346,0.7168191075325012,1.6280161142349243,0.021914005279541016,DURAGAN
347,0.7387331128120422,1.5929218530654907,0.01863229274749756,DURAGAN
348,0.7573654055595398,1.5724252462387085,0.005843758583068848,DURAGAN
349,0.7632091641426086,1.63544762134552,-0.024385809898376465,DURAGAN
350,0.7388233542442322,1.8113523721694944,-0.029965519905090332,DURAGAN
351,0.7088578343391418,1.8959134817123413,-0.022022485733032227,DURAGAN
352,0.6868353486061096,1.9331167936325075,-0.01221764087677002,DURAGAN
353,0.6746177077293396,1.947906255722046,-0.004319965839385986,DURAGAN
354,0.6702977418899536,1.9511693716049197,0.0037134289741516113,DURAGAN
355,0.6740111708641052,1.9450372457504272,0.011605322360992432,DURAGAN
356,0.6856164932250977,1.9305765628814695,0.014435946941375732,DURAGAN
357,0.7000524401664734,1.915722370147705,0.011132121086120605,DURAGAN
358,0.711184561252594,1.917386770248413,0.003630518913269043,DURAGAN
359,0.714815080165863,1.9478116035461424,-0.004289448261260986,DURAGAN
360,0.710525631904602,1.980718970298767,0.002106606960296631,DURAGAN
361,0.7126322388648987,1.9913862943649288,0.012113213539123535,DURAGAN
362,0.7247454524040222,1.9780558347702024,0.015895843505859375,DURAGAN
363,0.7406412959098816,1.945725440979004,0.01536250114440918,DURAGAN
364,0.7560037970542908,1.902971863746643,0.014757633209228516,DURAGAN
365,0.7707614302635193,1.864489316940308,0.013772368431091309,DURAGAN
366,0.7845337986946106,1.8352642059326167,0.011998474597930908,DURAGAN
367,0.7965322732925415,1.8139551877975464,0.010007977485656738,DURAGAN
368,0.8065402507781982,1.7988673448562622,0.00815349817276001,DURAGAN
369,0.8146937489509583,1.7888292074203491,0.006770491600036621,DURAGAN
370,0.8214642405509949,1.7828115224838257,0.015436947345733643,DURAGAN
371,0.8369011878967285,1.76606023311615,0.08987641334533691,DURAGAN
372,0.9267776012420654,1.6345468759536743,0.07698452472686768,DURAGAN
373,1.003762125968933,1.4772424697875977,0.07981133460998535,DURAGAN
374,1.0835734605789185,1.2129915952682495,0.06443715095520042,DURAGAN
375,1.1480106115341189,1.0407739877700806,0.0389745235443113,DURAGAN
376,1.1869851350784302,0.934403657913208,0.01872086524963379,DURAGAN
377,1.205706000328064,0.8710616230964661,0.0071065425872802734,DURAGAN
